"
Código do Município","
Município",Mês/ano,Estoque,Admissões,Desligamentos,Saldos,Variação Relativa (%)
230660,Itatira,01/2025,175,20,1,19,12.18
230660,Itatira,02/2025,178,6,3,3,1.71
230660,Itatira,03/2025,169,2,11,-9,-5.06
230660,Itatira,04/2025,167,4,6,-2,-1.18
230660,Itatira,05/2025,172,9,4,5,2.99
230660,Itatira,06/2025,180,10,2,8,4.65
230660,Itatira,07/2025,179,4,5,-1,-0.56
230660,Itatira,08/2025,177,6,8,-2,-1.12
230660,Itatira,09/2025,182,9,4,5,2.82
230660,Itatira,10/2025,181,5,6,-1,-0.55
230660,Itatira,11/2025,181,2,2,0,0
230660,Itatira,12/2025,179,2,4,-2,-1.1
230660,Itatira,01/2026,174,0,5,-5,-2.79
230660,Itatira,02/2026,177,9,6,3,1.72
230660,Itatira,03/2026,180,9,6,3,1.69
230660,Itatira,04/2026,174,6,12,-6,-3.33
230670,Jaguaretama,01/2020,230,2,3,-1,
230670,Jaguaretama,02/2020,233,7,4,3,1.3
230670,Jaguaretama,03/2020,231,5,7,-2,-0.86
230670,Jaguaretama,04/2020,230,0,1,-1,-0.43
230670,Jaguaretama,05/2020,227,1,4,-3,-1.3
230670,Jaguaretama,06/2020,226,3,4,-1,-0.44
230670,Jaguaretama,07/2020,232,12,6,6,2.65
230670,Jaguaretama,08/2020,235,11,8,3,1.29
230670,Jaguaretama,09/2020,245,15,5,10,4.26
230670,Jaguaretama,10/2020,293,57,9,48,19.59
230670,Jaguaretama,11/2020,291,18,20,-2,-0.68
230670,Jaguaretama,12/2020,289,6,8,-2,-0.69
230670,Jaguaretama,01/2021,281,10,18,-8,-2.77
230670,Jaguaretama,02/2021,283,14,12,2,0.71
230670,Jaguaretama,03/2021,292,21,12,9,3.18
230670,Jaguaretama,04/2021,287,7,12,-5,-1.71
230670,Jaguaretama,05/2021,279,2,10,-8,-2.79
230670,Jaguaretama,06/2021,278,10,11,-1,-0.36
230670,Jaguaretama,07/2021,281,14,11,3,1.08
230670,Jaguaretama,08/2021,286,12,7,5,1.78
230670,Jaguaretama,09/2021,312,30,4,26,9.09
230670,Jaguaretama,10/2021,311,3,4,-1,-0.32
230670,Jaguaretama,11/2021,312,10,9,1,0.32
230670,Jaguaretama,12/2021,308,9,13,-4,-1.28
230670,Jaguaretama,01/2022,283,3,28,-25,-8.12
230670,Jaguaretama,02/2022,280,5,8,-3,-1.06
230670,Jaguaretama,03/2022,277,10,13,-3,-1.07
230670,Jaguaretama,04/2022,282,9,4,5,1.81
230670,Jaguaretama,05/2022,288,10,4,6,2.13
230670,Jaguaretama,06/2022,292,7,3,4,1.39
230670,Jaguaretama,07/2022,297,11,6,5,1.71
230670,Jaguaretama,08/2022,303,12,6,6,2.02
230670,Jaguaretama,09/2022,303,4,4,0,0
230670,Jaguaretama,10/2022,307,20,16,4,1.32
230670,Jaguaretama,11/2022,307,5,5,0,0
230670,Jaguaretama,12/2022,305,7,9,-2,-0.65
230670,Jaguaretama,01/2023,301,4,8,-4,-1.31
230670,Jaguaretama,02/2023,311,13,3,10,3.32
230670,Jaguaretama,03/2023,313,16,14,2,0.64
230670,Jaguaretama,04/2023,314,9,8,1,0.32
230670,Jaguaretama,05/2023,314,3,3,0,0
230670,Jaguaretama,06/2023,317,8,5,3,0.96
230670,Jaguaretama,07/2023,330,21,8,13,4.1
230670,Jaguaretama,08/2023,344,22,8,14,4.24
230670,Jaguaretama,09/2023,344,7,7,0,0
230670,Jaguaretama,10/2023,355,18,7,11,3.2
230670,Jaguaretama,11/2023,351,8,12,-4,-1.13
230670,Jaguaretama,12/2023,346,3,8,-5,-1.42
230670,Jaguaretama,01/2024,347,8,7,1,0.29
230670,Jaguaretama,02/2024,349,7,5,2,0.58
230670,Jaguaretama,03/2024,343,2,8,-6,-1.72
230670,Jaguaretama,04/2024,347,9,5,4,1.17
230670,Jaguaretama,05/2024,343,9,13,-4,-1.15
230670,Jaguaretama,06/2024,357,20,6,14,4.08
230670,Jaguaretama,07/2024,364,15,8,7,1.96
230670,Jaguaretama,08/2024,355,2,11,-9,-2.47
230670,Jaguaretama,09/2024,355,13,13,0,0
230670,Jaguaretama,10/2024,347,6,14,-8,-2.25
230670,Jaguaretama,11/2024,353,15,9,6,1.73
230670,Jaguaretama,12/2024,346,5,12,-7,-1.98
230670,Jaguaretama,01/2025,334,6,18,-12,-3.47
230670,Jaguaretama,02/2025,338,14,10,4,1.2
230670,Jaguaretama,03/2025,333,8,13,-5,-1.48
230670,Jaguaretama,04/2025,354,27,6,21,6.31
230670,Jaguaretama,05/2025,392,44,6,38,10.73
230670,Jaguaretama,06/2025,387,5,10,-5,-1.28
230670,Jaguaretama,07/2025,390,12,9,3,0.78
230670,Jaguaretama,08/2025,393,10,7,3,0.77
230670,Jaguaretama,09/2025,396,19,16,3,0.76
230670,Jaguaretama,10/2025,402,14,8,6,1.52
230670,Jaguaretama,11/2025,410,10,2,8,1.99
230670,Jaguaretama,12/2025,413,17,14,3,0.73
230670,Jaguaretama,01/2026,409,6,10,-4,-0.97
230670,Jaguaretama,02/2026,404,14,19,-5,-1.22
230670,Jaguaretama,03/2026,402,9,11,-2,-0.5
230670,Jaguaretama,04/2026,404,10,8,2,0.5
230680,Jaguaribara,01/2020,338,2,4,-2,
230680,Jaguaribara,02/2020,347,14,5,9,2.66
230680,Jaguaribara,03/2020,345,5,7,-2,-0.58
230680,Jaguaribara,04/2020,345,1,1,0,0
230680,Jaguaribara,05/2020,336,2,11,-9,-2.61
230680,Jaguaribara,06/2020,332,5,9,-4,-1.19
230680,Jaguaribara,07/2020,330,1,3,-2,-0.6
230680,Jaguaribara,08/2020,327,4,7,-3,-0.91
230680,Jaguaribara,09/2020,331,6,2,4,1.22
230680,Jaguaribara,10/2020,331,4,4,0,0
230680,Jaguaribara,11/2020,332,4,3,1,0.3
230680,Jaguaribara,12/2020,337,8,3,5,1.51
230680,Jaguaribara,01/2021,339,7,5,2,0.59
230680,Jaguaribara,02/2021,353,21,7,14,4.13
230680,Jaguaribara,03/2021,351,3,5,-2,-0.57
230680,Jaguaribara,04/2021,356,10,5,5,1.42
230680,Jaguaribara,05/2021,355,6,7,-1,-0.28
230680,Jaguaribara,06/2021,354,7,8,-1,-0.28
230680,Jaguaribara,07/2021,352,3,5,-2,-0.56
230680,Jaguaribara,08/2021,353,3,2,1,0.28
230680,Jaguaribara,09/2021,350,6,9,-3,-0.85
230680,Jaguaribara,10/2021,348,7,9,-2,-0.57
230680,Jaguaribara,11/2021,345,4,7,-3,-0.86
230680,Jaguaribara,12/2021,339,6,12,-6,-1.74
230680,Jaguaribara,01/2022,340,9,8,1,0.29
230680,Jaguaribara,02/2022,337,5,8,-3,-0.88
230680,Jaguaribara,03/2022,347,19,9,10,2.97
230680,Jaguaribara,04/2022,355,11,3,8,2.31
230680,Jaguaribara,05/2022,354,11,12,-1,-0.28
230680,Jaguaribara,06/2022,381,33,6,27,7.63
230680,Jaguaribara,07/2022,389,10,2,8,2.1
230680,Jaguaribara,08/2022,386,3,6,-3,-0.77
230680,Jaguaribara,09/2022,391,10,5,5,1.3
230680,Jaguaribara,10/2022,393,5,3,2,0.51
230680,Jaguaribara,11/2022,397,13,9,4,1.02
230680,Jaguaribara,12/2022,399,7,5,2,0.5
230680,Jaguaribara,01/2023,394,7,12,-5,-1.25
230680,Jaguaribara,02/2023,395,11,10,1,0.25
230680,Jaguaribara,03/2023,402,12,5,7,1.77
230680,Jaguaribara,04/2023,395,3,10,-7,-1.74
230680,Jaguaribara,05/2023,403,13,5,8,2.03
230680,Jaguaribara,06/2023,401,8,10,-2,-0.5
230680,Jaguaribara,07/2023,397,6,10,-4,-1
230680,Jaguaribara,08/2023,403,12,6,6,1.51
230680,Jaguaribara,09/2023,384,5,24,-19,-4.71
230680,Jaguaribara,10/2023,405,26,5,21,5.47
230680,Jaguaribara,11/2023,409,9,5,4,0.99
230680,Jaguaribara,12/2023,408,3,4,-1,-0.24
230680,Jaguaribara,01/2024,410,14,12,2,0.49
230680,Jaguaribara,02/2024,408,9,11,-2,-0.49
230680,Jaguaribara,03/2024,414,12,6,6,1.47
230680,Jaguaribara,04/2024,418,10,6,4,0.97
230680,Jaguaribara,05/2024,408,5,15,-10,-2.39
230680,Jaguaribara,06/2024,398,11,21,-10,-2.45
230680,Jaguaribara,07/2024,401,14,11,3,0.75
230680,Jaguaribara,08/2024,411,18,8,10,2.49
230680,Jaguaribara,09/2024,415,8,4,4,0.97
230680,Jaguaribara,10/2024,425,21,11,10,2.41
230680,Jaguaribara,11/2024,430,10,5,5,1.18
230680,Jaguaribara,12/2024,419,1,12,-11,-2.56
230680,Jaguaribara,01/2025,417,6,8,-2,-0.48
230680,Jaguaribara,02/2025,421,12,8,4,0.96
230680,Jaguaribara,03/2025,420,6,7,-1,-0.24
230680,Jaguaribara,04/2025,428,14,6,8,1.9
230680,Jaguaribara,05/2025,420,3,11,-8,-1.87
230680,Jaguaribara,06/2025,424,11,7,4,0.95
230680,Jaguaribara,07/2025,422,9,11,-2,-0.47
230680,Jaguaribara,08/2025,437,20,5,15,3.55
230680,Jaguaribara,09/2025,444,18,11,7,1.6
230680,Jaguaribara,10/2025,453,17,8,9,2.03
230680,Jaguaribara,11/2025,441,3,15,-12,-2.65
230680,Jaguaribara,12/2025,427,6,20,-14,-3.17
230680,Jaguaribara,01/2026,436,21,12,9,2.11
230680,Jaguaribara,02/2026,435,4,5,-1,-0.23
230680,Jaguaribara,03/2026,448,21,8,13,2.99
230680,Jaguaribara,04/2026,440,6,14,-8,-1.79
230690,Jaguaribe,01/2020,1949,30,26,4,
230690,Jaguaribe,02/2020,1987,59,21,38,1.95
230690,Jaguaribe,03/2020,2009,38,16,22,1.11
230690,Jaguaribe,04/2020,1980,6,35,-29,-1.44
230690,Jaguaribe,05/2020,1952,7,35,-28,-1.41
230690,Jaguaribe,06/2020,1941,22,33,-11,-0.56
230690,Jaguaribe,07/2020,1951,31,21,10,0.52
230690,Jaguaribe,08/2020,1962,36,25,11,0.56
230690,Jaguaribe,09/2020,1969,29,22,7,0.36
230690,Jaguaribe,10/2020,2040,95,24,71,3.61
230690,Jaguaribe,11/2020,2104,94,30,64,3.14
230690,Jaguaribe,12/2020,2090,33,47,-14,-0.67
230690,Jaguaribe,01/2021,2132,92,50,42,2.01
230690,Jaguaribe,02/2021,2144,58,46,12,0.56
230690,Jaguaribe,03/2021,2151,41,34,7,0.33
230690,Jaguaribe,04/2021,2135,40,56,-16,-0.74
230690,Jaguaribe,05/2021,2152,56,39,17,0.8
230690,Jaguaribe,06/2021,2173,56,35,21,0.98
230690,Jaguaribe,07/2021,2164,49,58,-9,-0.41
230690,Jaguaribe,08/2021,2147,48,65,-17,-0.79
230690,Jaguaribe,09/2021,2119,65,93,-28,-1.3
230690,Jaguaribe,10/2021,2125,43,37,6,0.28
230690,Jaguaribe,11/2021,2125,50,50,0,0
230690,Jaguaribe,12/2021,2126,45,44,1,0.05
230690,Jaguaribe,01/2022,2107,59,78,-19,-0.89
230690,Jaguaribe,02/2022,2128,61,40,21,1
230690,Jaguaribe,03/2022,2131,57,54,3,0.14
230690,Jaguaribe,04/2022,2101,29,59,-30,-1.41
230690,Jaguaribe,05/2022,2097,46,50,-4,-0.19
230690,Jaguaribe,06/2022,2109,67,55,12,0.57
230690,Jaguaribe,07/2022,2161,79,27,52,2.47
230690,Jaguaribe,08/2022,2170,66,57,9,0.42
230690,Jaguaribe,09/2022,2192,89,67,22,1.01
230690,Jaguaribe,10/2022,2245,101,48,53,2.42
230690,Jaguaribe,11/2022,2356,161,50,111,4.94
230690,Jaguaribe,12/2022,2392,89,53,36,1.53
230690,Jaguaribe,01/2023,2378,56,70,-14,-0.59
230690,Jaguaribe,02/2023,2315,54,117,-63,-2.65
230690,Jaguaribe,03/2023,2338,91,68,23,0.99
230690,Jaguaribe,04/2023,2353,56,41,15,0.64
230690,Jaguaribe,05/2023,2414,122,61,61,2.59
230690,Jaguaribe,06/2023,2413,77,78,-1,-0.04
230690,Jaguaribe,07/2023,2441,95,67,28,1.16
230690,Jaguaribe,08/2023,2411,60,90,-30,-1.23
230690,Jaguaribe,09/2023,2413,56,54,2,0.08
230690,Jaguaribe,10/2023,2435,100,78,22,0.91
230690,Jaguaribe,11/2023,2425,54,64,-10,-0.41
230690,Jaguaribe,12/2023,2440,44,29,15,0.62
230690,Jaguaribe,01/2024,2457,73,56,17,0.7
230690,Jaguaribe,02/2024,2472,64,49,15,0.61
230690,Jaguaribe,03/2024,2478,63,57,6,0.24
230690,Jaguaribe,04/2024,2498,91,71,20,0.81
230690,Jaguaribe,05/2024,2486,67,79,-12,-0.48
230690,Jaguaribe,06/2024,2511,84,59,25,1.01
230690,Jaguaribe,07/2024,2542,99,68,31,1.23
230690,Jaguaribe,08/2024,2562,89,69,20,0.79
230690,Jaguaribe,09/2024,2645,151,68,83,3.24
230690,Jaguaribe,10/2024,2609,49,85,-36,-1.36
230690,Jaguaribe,11/2024,2641,80,48,32,1.23
230690,Jaguaribe,12/2024,2630,50,61,-11,-0.42
230690,Jaguaribe,01/2025,2630,74,74,0,0
230690,Jaguaribe,02/2025,2640,114,104,10,0.38
230690,Jaguaribe,03/2025,2709,126,57,69,2.61
230690,Jaguaribe,04/2025,2766,119,62,57,2.1
230690,Jaguaribe,05/2025,2772,90,84,6,0.22
230690,Jaguaribe,06/2025,2750,78,100,-22,-0.79
230690,Jaguaribe,07/2025,2775,142,117,25,0.91
230690,Jaguaribe,08/2025,2801,94,68,26,0.94
230690,Jaguaribe,09/2025,2809,88,80,8,0.29
230690,Jaguaribe,10/2025,2806,90,93,-3,-0.11
230690,Jaguaribe,11/2025,2783,41,64,-23,-0.82
230690,Jaguaribe,12/2025,2766,50,67,-17,-0.61
230690,Jaguaribe,01/2026,2788,99,77,22,0.8
230690,Jaguaribe,02/2026,2773,78,93,-15,-0.54
230690,Jaguaribe,03/2026,2776,76,73,3,0.11
230690,Jaguaribe,04/2026,2805,119,90,29,1.04
230700,Jaguaruana,01/2020,2052,28,27,1,
230700,Jaguaruana,02/2020,2059,36,29,7,0.34
230700,Jaguaruana,03/2020,2032,39,66,-27,-1.31
230700,Jaguaruana,04/2020,2013,36,55,-19,-0.94
230700,Jaguaruana,05/2020,2009,21,25,-4,-0.2
230700,Jaguaruana,06/2020,2027,38,20,18,0.9
230700,Jaguaruana,07/2020,2065,60,22,38,1.87
230700,Jaguaruana,08/2020,2039,26,52,-26,-1.26
230700,Jaguaruana,09/2020,2042,38,35,3,0.15
230700,Jaguaruana,10/2020,2109,108,41,67,3.28
230700,Jaguaruana,11/2020,2104,16,21,-5,-0.24
230700,Jaguaruana,12/2020,2133,46,17,29,1.38
230700,Jaguaruana,01/2021,2151,55,37,18,0.84
230700,Jaguaruana,02/2021,2186,63,28,35,1.63
230700,Jaguaruana,03/2021,2165,53,74,-21,-0.96
230700,Jaguaruana,04/2021,2206,64,23,41,1.89
230700,Jaguaruana,05/2021,2195,42,53,-11,-0.5
230700,Jaguaruana,06/2021,2203,52,44,8,0.36
230700,Jaguaruana,07/2021,2193,34,44,-10,-0.45
230700,Jaguaruana,08/2021,2202,44,35,9,0.41
230700,Jaguaruana,09/2021,2073,58,187,-129,-5.86
230700,Jaguaruana,10/2021,2099,67,41,26,1.25
230700,Jaguaruana,11/2021,2097,43,45,-2,-0.1
230700,Jaguaruana,12/2021,2195,146,48,98,4.67
230700,Jaguaruana,01/2022,2187,56,64,-8,-0.36
230700,Jaguaruana,02/2022,2190,51,48,3,0.14
230700,Jaguaruana,03/2022,2230,87,47,40,1.83
230700,Jaguaruana,04/2022,2225,43,48,-5,-0.22
230700,Jaguaruana,05/2022,2221,41,45,-4,-0.18
230700,Jaguaruana,06/2022,2231,57,47,10,0.45
230700,Jaguaruana,07/2022,2248,57,40,17,0.76
230700,Jaguaruana,08/2022,2243,38,43,-5,-0.22
230700,Jaguaruana,09/2022,2208,56,91,-35,-1.56
230700,Jaguaruana,10/2022,2170,58,96,-38,-1.72
230700,Jaguaruana,11/2022,2206,88,52,36,1.66
230700,Jaguaruana,12/2022,2214,46,38,8,0.36
230700,Jaguaruana,01/2023,2216,59,57,2,0.09
230700,Jaguaruana,02/2023,2221,63,58,5,0.23
230700,Jaguaruana,03/2023,2252,72,41,31,1.4
230700,Jaguaruana,04/2023,2260,56,48,8,0.36
230700,Jaguaruana,05/2023,2261,62,61,1,0.04
230700,Jaguaruana,06/2023,2252,47,56,-9,-0.4
230700,Jaguaruana,07/2023,2271,63,44,19,0.84
230700,Jaguaruana,08/2023,2295,78,54,24,1.06
230700,Jaguaruana,09/2023,2285,69,79,-10,-0.44
230700,Jaguaruana,10/2023,2286,93,92,1,0.04
230700,Jaguaruana,11/2023,2276,50,60,-10,-0.44
230700,Jaguaruana,12/2023,2266,28,38,-10,-0.44
230700,Jaguaruana,01/2024,2248,61,79,-18,-0.79
230700,Jaguaruana,02/2024,2275,76,49,27,1.2
230700,Jaguaruana,03/2024,2297,65,43,22,0.97
230700,Jaguaruana,04/2024,2310,60,47,13,0.57
230700,Jaguaruana,05/2024,2291,47,66,-19,-0.82
230700,Jaguaruana,06/2024,2317,82,56,26,1.13
230700,Jaguaruana,07/2024,2363,93,47,46,1.99
230700,Jaguaruana,08/2024,2358,64,69,-5,-0.21
230700,Jaguaruana,09/2024,2323,67,102,-35,-1.48
230700,Jaguaruana,10/2024,2414,147,56,91,3.92
230700,Jaguaruana,11/2024,2468,124,70,54,2.24
230700,Jaguaruana,12/2024,2489,64,43,21,0.85
230700,Jaguaruana,01/2025,2541,134,82,52,2.09
230700,Jaguaruana,02/2025,2590,112,63,49,1.93
230700,Jaguaruana,03/2025,2595,91,86,5,0.19
230700,Jaguaruana,04/2025,2620,98,73,25,0.96
230700,Jaguaruana,05/2025,2671,133,82,51,1.95
230700,Jaguaruana,06/2025,2665,69,75,-6,-0.22
230700,Jaguaruana,07/2025,2627,82,120,-38,-1.43
230700,Jaguaruana,08/2025,2646,109,90,19,0.72
230700,Jaguaruana,09/2025,2607,62,101,-39,-1.47
230700,Jaguaruana,10/2025,2675,157,89,68,2.61
230700,Jaguaruana,11/2025,2659,77,93,-16,-0.6
230700,Jaguaruana,12/2025,2627,79,111,-32,-1.2
230700,Jaguaruana,01/2026,2586,71,112,-41,-1.56
230700,Jaguaruana,02/2026,2607,90,69,21,0.81
230700,Jaguaruana,03/2026,2639,108,76,32,1.23
230700,Jaguaruana,04/2026,2676,122,85,37,1.4
230710,Jardim,01/2020,240,9,11,-2,
230710,Jardim,02/2020,246,10,4,6,2.5
230710,Jardim,03/2020,245,7,8,-1,-0.41
230710,Jardim,04/2020,246,7,6,1,0.41
230710,Jardim,05/2020,255,13,4,9,3.66
230710,Jardim,06/2020,253,7,9,-2,-0.78
230710,Jardim,07/2020,256,9,6,3,1.19
230710,Jardim,08/2020,256,4,4,0,0
230710,Jardim,09/2020,257,9,8,1,0.39
230710,Jardim,10/2020,265,13,5,8,3.11
230710,Jardim,11/2020,263,3,5,-2,-0.75
230710,Jardim,12/2020,262,2,3,-1,-0.38
230710,Jardim,01/2021,270,20,12,8,3.05
230710,Jardim,02/2021,290,33,13,20,7.41
230710,Jardim,03/2021,282,8,16,-8,-2.76
230710,Jardim,04/2021,296,24,10,14,4.96
230710,Jardim,05/2021,307,23,12,11,3.72
230710,Jardim,06/2021,320,19,6,13,4.23
230710,Jardim,07/2021,327,13,6,7,2.19
230710,Jardim,08/2021,336,19,10,9,2.75
230710,Jardim,09/2021,357,36,15,21,6.25
230710,Jardim,10/2021,358,16,15,1,0.28
230710,Jardim,11/2021,378,34,14,20,5.59
230710,Jardim,12/2021,381,19,16,3,0.79
230710,Jardim,01/2022,374,22,29,-7,-1.84
230710,Jardim,02/2022,403,38,9,29,7.75
230710,Jardim,03/2022,409,30,24,6,1.49
230710,Jardim,04/2022,409,21,21,0,0
230710,Jardim,05/2022,412,20,17,3,0.73
230710,Jardim,06/2022,416,24,20,4,0.97
230710,Jardim,07/2022,426,24,14,10,2.4
230710,Jardim,08/2022,445,37,18,19,4.46
230710,Jardim,09/2022,436,4,13,-9,-2.02
230710,Jardim,10/2022,441,21,16,5,1.15
230710,Jardim,11/2022,447,16,10,6,1.36
230710,Jardim,12/2022,446,11,12,-1,-0.22
230710,Jardim,01/2023,450,22,18,4,0.9
230710,Jardim,02/2023,441,12,21,-9,-2
230710,Jardim,03/2023,439,11,13,-2,-0.45
230710,Jardim,04/2023,437,15,17,-2,-0.46
230710,Jardim,05/2023,419,14,32,-18,-4.12
230710,Jardim,06/2023,425,13,7,6,1.43
230710,Jardim,07/2023,425,13,13,0,0
230710,Jardim,08/2023,419,19,25,-6,-1.41
230710,Jardim,09/2023,423,14,10,4,0.95
230710,Jardim,10/2023,417,10,16,-6,-1.42
230710,Jardim,11/2023,418,10,9,1,0.24
230710,Jardim,12/2023,419,6,5,1,0.24
230710,Jardim,01/2024,402,8,25,-17,-4.06
230710,Jardim,02/2024,404,16,14,2,0.5
230710,Jardim,03/2024,397,12,19,-7,-1.73
230710,Jardim,04/2024,393,7,11,-4,-1.01
230710,Jardim,05/2024,386,10,17,-7,-1.78
230710,Jardim,06/2024,381,10,15,-5,-1.3
230710,Jardim,07/2024,379,10,12,-2,-0.52
230710,Jardim,08/2024,385,15,9,6,1.58
230710,Jardim,09/2024,383,10,12,-2,-0.52
230710,Jardim,10/2024,378,4,9,-5,-1.31
230710,Jardim,11/2024,371,8,15,-7,-1.85
230710,Jardim,12/2024,363,5,13,-8,-2.16
230710,Jardim,01/2025,356,11,18,-7,-1.93
230710,Jardim,02/2025,361,15,10,5,1.4
230710,Jardim,03/2025,343,6,24,-18,-4.99
230710,Jardim,04/2025,351,13,5,8,2.33
230710,Jardim,05/2025,353,9,7,2,0.57
230710,Jardim,06/2025,356,9,6,3,0.85
230710,Jardim,07/2025,357,8,7,1,0.28
230710,Jardim,08/2025,361,7,3,4,1.12
230710,Jardim,09/2025,361,10,10,0,0
230710,Jardim,10/2025,366,13,8,5,1.39
230710,Jardim,11/2025,358,4,12,-8,-2.19
230710,Jardim,12/2025,357,6,7,-1,-0.28
230710,Jardim,01/2026,361,11,7,4,1.12
230710,Jardim,02/2026,373,22,10,12,3.32
230710,Jardim,03/2026,369,11,15,-4,-1.07
230710,Jardim,04/2026,370,10,9,1,0.27
230720,Jati,01/2020,65,2,1,1,
230720,Jati,02/2020,62,0,3,-3,-4.62
230720,Jati,03/2020,65,4,1,3,4.84
230720,Jati,04/2020,61,0,4,-4,-6.15
230720,Jati,05/2020,60,0,1,-1,-1.64
230720,Jati,06/2020,60,0,0,0,0
230720,Jati,07/2020,65,5,0,5,8.33
230720,Jati,08/2020,67,6,4,2,3.08
230720,Jati,09/2020,69,4,2,2,2.99
230720,Jati,10/2020,67,1,3,-2,-2.9
230720,Jati,11/2020,66,2,3,-1,-1.49
230720,Jati,12/2020,65,1,2,-1,-1.52
230720,Jati,01/2021,65,2,2,0,0
230720,Jati,02/2021,67,3,1,2,3.08
230720,Jati,03/2021,67,1,1,0,0
230720,Jati,04/2021,67,0,0,0,0
230720,Jati,05/2021,67,3,3,0,0
230720,Jati,06/2021,71,4,0,4,5.97
230720,Jati,07/2021,76,7,2,5,7.04
230720,Jati,08/2021,74,0,2,-2,-2.63
230720,Jati,09/2021,73,0,1,-1,-1.35
230720,Jati,10/2021,78,6,1,5,6.85
230720,Jati,11/2021,76,2,4,-2,-2.56
230720,Jati,12/2021,75,0,1,-1,-1.32
230720,Jati,01/2022,79,6,2,4,5.33
230720,Jati,02/2022,76,0,3,-3,-3.8
230720,Jati,03/2022,81,6,1,5,6.58
230720,Jati,04/2022,81,2,2,0,0
230720,Jati,05/2022,83,4,2,2,2.47
230720,Jati,06/2022,82,2,3,-1,-1.2
230720,Jati,07/2022,82,0,0,0,0
230720,Jati,08/2022,78,1,5,-4,-4.88
230720,Jati,09/2022,74,1,5,-4,-5.13
230720,Jati,10/2022,73,0,1,-1,-1.35
230720,Jati,11/2022,74,2,1,1,1.37
230720,Jati,12/2022,73,4,5,-1,-1.35
230720,Jati,01/2023,75,2,0,2,2.74
230720,Jati,02/2023,73,0,2,-2,-2.67
230720,Jati,03/2023,72,0,1,-1,-1.37
230720,Jati,04/2023,49,1,24,-23,-31.94
230720,Jati,05/2023,48,2,3,-1,-2.04
230720,Jati,06/2023,47,0,1,-1,-2.08
230720,Jati,07/2023,47,0,0,0,0
230720,Jati,08/2023,47,0,0,0,0
230720,Jati,09/2023,48,2,1,1,2.13
230720,Jati,10/2023,54,9,3,6,12.5
230720,Jati,11/2023,58,5,1,4,7.41
230720,Jati,12/2023,69,11,0,11,18.97
230720,Jati,01/2024,70,2,1,1,1.45
230720,Jati,02/2024,68,2,4,-2,-2.86
230720,Jati,03/2024,81,13,0,13,19.12
230720,Jati,04/2024,84,3,0,3,3.7
230720,Jati,05/2024,88,7,3,4,4.76
230720,Jati,06/2024,86,0,2,-2,-2.27
230720,Jati,07/2024,86,2,2,0,0
230720,Jati,08/2024,86,2,2,0,0
230720,Jati,09/2024,82,1,5,-4,-4.65
230720,Jati,10/2024,82,2,2,0,0
230720,Jati,11/2024,80,1,3,-2,-2.44
230720,Jati,12/2024,79,0,1,-1,-1.25
230720,Jati,01/2025,80,3,2,1,1.27
230720,Jati,02/2025,84,4,0,4,5
230720,Jati,03/2025,85,4,3,1,1.19
230720,Jati,04/2025,83,2,4,-2,-2.35
230720,Jati,05/2025,84,1,0,1,1.2
230720,Jati,06/2025,83,0,1,-1,-1.19
230720,Jati,07/2025,84,2,1,1,1.2
230720,Jati,08/2025,81,0,3,-3,-3.57
230720,Jati,09/2025,86,5,0,5,6.17
230720,Jati,10/2025,89,5,2,3,3.49
230720,Jati,11/2025,88,1,2,-1,-1.12
230720,Jati,12/2025,90,4,2,2,2.27
230720,Jati,01/2026,93,3,0,3,3.33
230720,Jati,02/2026,93,1,1,0,0
230720,Jati,03/2026,94,1,0,1,1.08
230720,Jati,04/2026,91,1,4,-3,-3.19
230725,Jijoca de Jericoacoara,01/2020,3370,168,143,25,
230725,Jijoca de Jericoacoara,02/2020,3370,168,168,0,0
230725,Jijoca de Jericoacoara,03/2020,3068,159,461,-302,-8.96
230725,Jijoca de Jericoacoara,04/2020,2566,4,506,-502,-16.36
230725,Jijoca de Jericoacoara,05/2020,2381,9,194,-185,-7.21
230725,Jijoca de Jericoacoara,06/2020,2308,11,84,-73,-3.07
230725,Jijoca de Jericoacoara,07/2020,2264,6,50,-44,-1.91
230725,Jijoca de Jericoacoara,08/2020,2256,57,65,-8,-0.35
230725,Jijoca de Jericoacoara,09/2020,2363,176,69,107,4.74
230725,Jijoca de Jericoacoara,10/2020,2544,252,71,181,7.66
230725,Jijoca de Jericoacoara,11/2020,2633,182,93,89,3.5
230725,Jijoca de Jericoacoara,12/2020,2803,255,85,170,6.46
230725,Jijoca de Jericoacoara,01/2021,2923,299,179,120,4.28
230725,Jijoca de Jericoacoara,02/2021,2968,200,155,45,1.54
230725,Jijoca de Jericoacoara,03/2021,2860,180,288,-108,-3.64
230725,Jijoca de Jericoacoara,04/2021,2738,68,190,-122,-4.27
230725,Jijoca de Jericoacoara,05/2021,2812,163,89,74,2.7
230725,Jijoca de Jericoacoara,06/2021,2863,158,107,51,1.81
230725,Jijoca de Jericoacoara,07/2021,3045,298,116,182,6.36
230725,Jijoca de Jericoacoara,08/2021,3169,274,150,124,4.07
230725,Jijoca de Jericoacoara,09/2021,3276,270,163,107,3.38
230725,Jijoca de Jericoacoara,10/2021,3364,276,188,88,2.69
230725,Jijoca de Jericoacoara,11/2021,3439,288,213,75,2.23
230725,Jijoca de Jericoacoara,12/2021,3559,377,257,120,3.49
